InstitutionCode,CatalogNumber,IndividualCount,ScientificName,Locality,YearCollected,MonthCollected,DayCollected,Collector,CI,decade,IndividualFishID,Dissector,DissectionDate,Sex,TotalLength_mm,StandardLength_mm,weight_mg,Date_Datasheet_completed,NotesOnSpecimenPriorToDissection,ParasitesFound,MYX.OT.Skin,CYST.UNK.SKIN,BuccalCavity,TREM.CM.BodyCavity,TREM.META.SP.pectoral fin,TREM.META.HET.pectoralfin,TREM.META.SP.PelvicFin,CYST.UNK.PelvicFin,MONO.GDAC.PelvicFin,TREM.META.SP.AnalFin,CYST.UNK.AnalFin,TREM.META.SP.CaudalFin,TREM.META.HET.CAUDALFIN,CYST.UNK.CaudalFin,CYST.UNK.DorsalFin,TREM.CM.Gonad,TREM.CM.Liver,TREM.CM.Spleen,TREM.CM.Kidney,TREM.CM.EYE,TREM.META.UNK.EYE,TREM.META.GO.Eye,MYX.EYE.EYE,META.UNK.EYE,TREM.UNK.EYE,TREM.DIPLO.EYE,Heart,FIBER.UNK.STOMACH,TREM.CM.Stomach,TREM.CM.ConnectiveTissue,TREM.ASS.ConnectiveTissue,CYST.UNK.CONNECTIVETISSUE,CEST.UNK.INTESTINE,NEM.BUD.INTESTINE,NEM.UNK.INTESTINE,FIBER.UNK.Intestine,TREM.CM.INT,TREM.ASS.INTESTINE,TREM.META.GO.intestine,ACAN.AD.INT,CYST.UNK.Intestine,MONO.DACT.Gill,MYX.GL.gill,MONO.UNK.GILL,NEM.BUD.GILL,CYST.UNK.GILL,TREM.UNK.GILL,TREM.CM.Flush,ParasitesVouchered,NEM.BUD.VOUCH,ACAN.AD.INT.VOUCH,TREM.ASS.VOUCH,TREM.META.UNK.VOUCH,TREM.META.GO.VOUCH,TREM.CM.VOUCH,TREM.META.SP.VOUCH,TREM.DIPLO.VOUCH,TREM.ASS.VOUCH,TREM.UNK.VOUCH,TREM.META.HET.VOUCH,MONO.DACT.VOUCH,MONO.GDAC.VOUCH,MYX.EYE.VOUCH,MYX.OT.VOUCH,MYX.GL.VOUCH,META.UNK.VOUNCH,CYST.UNKF.VOUCH,CYST.UNK.VOUCH,FIBER.UNK.VOUCH
TU,186257,30,Hybognathus nuchalis,Pearl River along left bank at River Mile 54,1998,9,18,RD and JS Suttkus,,,186257_03,SC KL,7/10/2024,na,67,55,2630,07/11/2024,"2 70 mm and above, next two largest selected",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,,0,0,0,0,0,98,0,0,0,0,0,9,0,0,0,0,0,0,0,0
TU,198623,77,Hybognathus nuchalis,"Pearl River along left bank, just below Pool Bluff Sill",2005,7,15,RD and JS Suttkus,,,198623_03,DJB CJW,07/10/2024,na,47,38,1046,07/11/2024,none in length requirments (>70 mm) 4 next largest chosen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,,0,0,0,0,2,130,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TU,198623,77,Hybognathus nuchalis,"Pearl River along left bank, below Pools Bluff Sill ",2005,7,15,RD and JS Suttkus,,,198634_02,SC GMC,7/10/2024,na,49,35,937,07/11/2024,4 larger selected; three  liver ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TU,198623,77,Hybognathus nuchalis,Pearl River along left bank just below Pool Bluff Sill,2005,7,15,RD AND JS Suttkus,,,198623_01,DJB/ DMDM,7/10/2024,na,47,37,400,07/11/2024,4 largest selected,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,,0,0,0,0,0,35,0,0,0,0,1,15,0,0,0,0,0,0,0,0
TU,49517,79,Hybognathus nuchalis,Pearl River just below Sill  at Pools Bluff; 4 miles south of bogulosa,1967,12,26,RD AND JS Suttkus,,,49517_02,DJB KL,7/10/2024,na,69,52,2121,07/11/2024,Fish consistency very soft. Liver is soft mushy/texture,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,229,0,0,0,0,0,7,0,0,0,0,0,0,0,0
TU,197056,69,Hybognathus nuchalis,Pearl River along right bank at second bend above River Mile 54,2004,4,24,RD AND JS Suttkus,,,197056_03,DJB/GMC,7/10/2024,na,58,43,1516,07/10/2024,"none matching size requirements (>=70mm), took next 4 largest ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,49517,79,Hybognathus nuchalis,"Pearl River just below sill at Pools Bluff, 4 mile South of Bogolusa",1967,12,26,Rd and JS Suttkus,,,49517_03,IJ.DMDM,7/10/2024,na,79,63,3717,07/11/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
TU,198587,90,Hybognathus nuchalis,Pearl River along left bank at 2nd bend below Richardson Ldg.,2005,7,15,RD and JS Suttkus,,,198587_01,IJ SC CJW,7/11/2024,na,51,44,1246,07/11/2024,"None in size range ( greater than or equal to 70mm), chose 4 largest",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,na,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0
TU,186257,30,Hybognathus nuchalis,Pearl River along left bank at River Mile 54,1998,7,18,RD and JS Suttkus,,,186257_02,JT SJB GMC,7/10/2024,na,72,55,3122,07//11/2024,"2 70mm and above fish selected, next two largest selected.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0
TU,198587,90,Hybognathus nuchalis,Pearl River along left bank at 2nd bend below Richardson Ldg.,2005,7,15,RD and JS Suttkus,,,198587_02,JT SC CLW,7/11/2024,na,51,40,1183,07/11/2024,"none in size range ( greater than or equal to 70mm), chose 4 largest",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,1,na,na,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
TU,37981,27,Hybognathus nuchalis,Pearl River just below Sill at Pools Bluff; 4 mi S of Bogolusa,1965,7,3,Suttkus and Gunning,,,37981_03,JT DJB DMDM,7/11/2024,na,47,36,793,07/11/2024,10 randomly selected from due to size (10 less than 70mm),,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,,0,0,0,0,0,101,5,0,0,0,1,3,0,0,0,0,0,0,0,0
TU,197056,69,Hybognathus nuchalis,Pearl River along right bank at second bend above River Mile 54,2004,4,24,RD and JS Suttkus,,,197056_02,SC DJB CJW,7/10/2024,na,58,47,1811,07/11/2024,none matching  size requirements (>70 mm) took next four largest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,,0,0,0,0,0,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TU,198587,90,Hybognathus nuchalis,Pearl River along left bank at 2nd bend below Richardson Ldg.,2005,7,15,RD and JS Suttkus,,,198587_04,JT DJB CJW,7/11/2024,na,50,40,1052,07/11/2024,"none in size range ( greater than or equal to 70mm), chose 4 largest",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,0,4,0
TU,192995,502,Hybognathus nuchalis,Pearl River along right bank at 2nd bend above River Mile 54,2001,7,21,RD and JS Suttkus,,,192995_04,SC KL,7/10/2024,na,38,30,392,7/11/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,,0,0,0,0,0,28,0,0,0,0,0,21,0,0,0,0,0,0,0,0
TU,186257,30,Hybognathus nuchalis,Pearl River along left bank at River Mile 54,1998,7,18,RD and JS Suttkus,,,186257_01,jt djb gmc,07/10/2024,na,70,55,3187,07/10/2024,"2 70mm and above fish selected, next two largest selected.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,,0,0,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0
TU,49517,79,Hybognathus nuchalis,"Pearl River just below sill at Pools Bluff, 4 mile South of Bogolusa",1967,12,26,Rd and JS Suttkus,,,49517_01,djb clw,07/10/2024,na,91,73,5421,07/11/2024,bivalve seen in gut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,186257,30,Hybognathus nuchalis,Pearl River along left bank at River Mile 54,1998,7,18,RD and JS Suttkus,,,186257_04,sc ij kl,07/10/2024,na,76,58,3433,07/10/2024,"2 70mm and above fish selected, next two largest selected.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0
TU,198623,77,Hybognathus nuchalis,,2005,7,15,RD and JS Suttkus,,,198623_04,jt sc kl,07/11/2024,na,50,38,1052,07/11/2024,none were within the desired lengths (over 70mm) so largest were chosen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,19,0,0,1,0,0,7,0,0,0,0,0,0,0,0
TU,161604,35,Hybognathus nuchalis,,1991,10,26,RD and JS Suttkus,,,161604_04,DJB CLW,07/11/2024,NA,69,55,2638,07/11/2024,"2 70mm and above fish selected, next two largest selected.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,50356,42,Hybognathus nuchalis,,1968,2,21,SUTTKUS AND CLEMET,,,50356_01,SC JT,07/09/2024,NA,81,68,4975,07/11/2024,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,0,0,0,0,0,148,1,0,0,0,1,8,0,0,0,0,0,0,0,0
TU,37981,27,Hybognathus nuchalis,,1965,7,3,SUTTKUS AND GUNNING,,,37981_02,IJ SC/DMDM,07/11/2024,NA,67,54,2627,07/11/2024,10 RANDOMLY SELCETED FROM DUE TO SIZE ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,11,0,1,0,0,0,2,0,0,0,0,0,0,0,0
TU,,,Hybognathus nuchalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Hybognathus nuchalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Hybognathus nuchalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Hybognathus nuchalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Hybognathus nuchalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Hybognathus nuchalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
