"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","ACANTH.BIGB","ACANTH.BKR","CEST.COMP","CEST.GODZ","CEST.L","CEST.NTG","CEST.PEA","CEST.UNK","CEST.VIT","COPE.CL","COPE.GRAB","META.HS","META.UNK","MONO.DACT","MONO.GYRO","MONO.LG","MYX.GEOM","MYX.GO","MYX.THEL","MYXO.BC","MYXO.SBAD","MYXO.UNK","MYXO.UP","NEM.CAP","NEM.CONA","NEM.DICH","NEM.LARV","NEM.TRBK","NEM.UNK","TREM.BUC","TREM.MET","TREM.METAF","TREM.METAGS","TREM.MS","TREM.NEA","TREM.RNDA","TREM.SSS","TREM.UNK"
"22",40619,1966,4,22,"40619_04","DJB CLW","6/14/2024",NA,57,41,1541,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",40619,1966,4,22,"40619_02","CLW","6/14/2024",NA,48,40,813,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"24",40619,1966,4,22,"40619_01","SC KL","6/14/2024",NA,49,39,854,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",53048,1968,7,18,"53048_04","SC KL","6/17/2024",NA,58,47,1644,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",53048,1968,7,18,"53048_02","DJB CJW","6/17/2024",NA,67,55,2853,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",53048,1968,7,18,"53048_01","SC CLW","6/17/2024",NA,52,41,1098,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",53048,1968,7,18,"53048_03","SC DMDM","6/17/2024","F",53,43,1325,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",62155,1970,4,27,"62155_02","SC DD","6/11/2024","F",55,46,1530,"impact","impact_1964-1973",30.705,-89.84611,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",62155,1970,4,27,"62155_03","IJ GMC","6/11/2024",NA,51,42,1541,"impact","impact_1964-1973",30.705,-89.84611,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",62155,1970,4,27,"62155_01","KL CJW","6/11/2024",NA,36,27,334,"impact","impact_1964-1973",30.705,-89.84611,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",62155,1970,4,27,"62155_04","DJB GMC","6/11/2024","F",33,26,235,"impact","impact_1964-1973",30.705,-89.84611,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",68175,1971,1,25,"68175_01","IJ CLW","6/13/2024",NA,46,35,674,"impact","impact_1964-1973",30.74055,-89.82694,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",68175,1971,9,25,"68175_03","JT GMC","6/13/2024","M",60,46,1666,"impact","impact_1964-1973",30.74055,-89.82694,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"35",68175,1971,7,25,"68175_04","IJ GMC","6/13/2024","M",39,32,532,"impact","impact_1964-1973",30.74055,-89.82694,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",68175,1971,1,25,"68175_02","DJB DMDM","6/13/2024",NA,56,41,1509,"impact","impact_1964-1973",30.74055,-89.82694,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",70599,1971,7,15,"70599_03","SD DD","4/30/2024",NA,83,69,NA,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",70599,1971,7,15,"70599_02","SD DD","4/30/2024","F",68,57,NA,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"39",70599,1971,7,15,"70599_04","SD ACL KL","4/30/2024","F",71,57,NA,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"40",70599,1971,7,15,"70599_01","SD DD","4/30/2024",NA,60,50,NA,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",81611,1973,1,23,"81611_03","JT/ SC/ GMC","6/24/2024","na",61,53,3096,"impact","impact_1964-1973",30.74055,-89.82694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",81611,1973,1,23,"81611_04","JT/DMDM","6/24/2024","na",38,24,395,"impact","impact_1964-1973",30.74055,-89.82694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",81611,1973,1,23,"81611_01","DJB SC/ CJW","6/24/2024",NA,39,33,437,"impact","impact_1964-1973",30.74055,-89.82694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",81611,1973,1,23,"81611_02","DJB/SC/DMDM","6/24/2024","na",51,41,1058,"impact","impact_1964-1973",30.74055,-89.82694,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",81715,1973,4,17,"81715_02","JT DJB/DMDM","6/18/2024","F",69,53.5,3028,"impact","impact_1964-1973",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"46",81715,1973,4,17,"81715_04","JT DMDM","6/18/2024","F",73,59,3552,"impact","impact_1964-1973",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"47",81715,1973,4,17,"81715_01","SC DJB/DMDM","6/18/2024","F",69,57,2654,"impact","impact_1964-1973",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",81715,1973,4,17,"81715_03","SC DJB/GMC","6/18/2024","F",62,51,2098,"impact","impact_1964-1973",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",83913,1973,10,16,"83913_04","DJB CLW","6/12/2024",NA,32,23,122,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",83913,1973,10,16,"83913_01","DJB DMDM","6/12/2024",NA,65,51,1984,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"51",83913,1973,10,16,"83913_02","SC SC and KL","6/12/2024",NA,59,47,1462,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",83913,1973,10,16,"83913_03","JT SC KL","6/12/2024",NA,39,30,392,"control","control_1964-1973",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"53",93674,1975,2,28,"93674_01","JT CJW","6/18/2024",NA,41,30,481,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",93674,1975,2,28,"93674_04","SC CJW","6/18/2024",NA,33,26,264,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",93674,1975,2,28,"93674_02","SC SC/CJW","6/18/2024","F",53,44,1022,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",93674,1975,2,28,"93674_03","IJ SC/CJW","6/18/2024",NA,42,35,509,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",101642,1977,4,13,"101642_04","JT DMDM","6/12/2024","F",63,49,2863,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",101642,1977,4,13,"101642_01","DJB KL","6/12/2024",NA,69,56,3430,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",101642,1977,4,13,"101642_03","DJB DMDM and DJB","6/12/2024",NA,72,64,5836,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"60",101642,1977,4,13,"101642_02","JT GMC","6/12/2024","F",63,48,2619,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"61",104703,1977,11,4,"104703_01","SC DMDM","6/21/2024",NA,61,49,1902,"impact","impact_1974-1983",30.705,-89.84611,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"62",104703,1977,11,4,"104703_03","DJB KL","6/21/2024",NA,55,43,1289,"impact","impact_1974-1983",30.705,-89.84611,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"63",104703,1977,11,4,"104703_02","DMDM GMC/CJW","6/21/2024",NA,53,42,1180,"impact","impact_1974-1983",30.705,-89.84611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"64",104703,1977,11,4,"104703_04","SC CJW","6/21/2024",NA,82,67,5601,"impact","impact_1974-1983",30.705,-89.84611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
"65",106298,1978,3,23,"106298_01","SC KL and DB","6/11/2024",NA,60,46,1637,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"66",106298,1978,3,23,"106298_02","DJB DMDM","6/11/2024",NA,41,34,505,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",106298,1978,3,23,"106298_04","IJ CJW","6/11/2024",NA,26,21,138,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",106298,1978,3,23,"106298_03","JT CJW","6/11/2024",NA,35,27,282,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",108550,1978,7,19,"108550_01","IJ GMC","6/11/2024",NA,81,65,7100,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",108550,1978,7,19,"108550_02","SC CLW","6/11/2024","F",58,49,2077,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",108550,1978,7,19,"108550-03","DJB GMC","6/11/2024","M",52,40,1560,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"72",108550,1978,7,19,"108550_04","JT DMDM","6/11/2024",NA,83,69,6587,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",109949,1973,10,25,"109949_01","DJB SC/DMDM","6/24/2024",NA,43,34,610,"impact","impact_1974-1983",30.705,-89.84611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"74",109949,1978,10,25,"109949_02","JT/ GMC","6/24/2024",NA,50,39,1005,"impact","impact_1974-1983",30.705,-89.84611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"75",109949,1973,10,25,"109949_04","SC/DMDM","6/24/2024","na",36,31,365,"impact","impact_1974-1983",30.705,-89.84611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"76",109949,1978,10,25,"109949_03","SC KL/SC/DMDM","6/24/2024","na",46,38,728,"impact","impact_1974-1983",30.705,-89.84611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",111516,1979,1,31,"111516_02","JT SC/GMC","6/20/2024",NA,35,27,186,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",111516,1979,1,31,"111516_03","IJ DJB/GMC","6/20/2024",NA,55,45,1621,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"79",111516,1979,1,31,"111516_04","DJB DJB/KL","6/20/2024",NA,62,49,2017,"control","control_1974-1983",30.77861,-89.82972,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
"80",111516,1979,1,31,"111516_01","IJ DJB/GMC","6/20/2024",NA,31,24,2060,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",115164,1979,10,25,"115164_02","SC CJW","6/12/2024",NA,36,26,279,"impact","impact_1974-1983",30.705,-89.84611,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",115164,1979,10,25,"115164_04","SC JT KL CJW","6/12/2024",NA,41,32,464,"impact","impact_1974-1983",30.705,-89.84611,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"83",115164,1979,10,25,"115164_01","DJB CJW","6/12/2024",NA,29,24,167,"impact","impact_1974-1983",30.705,-89.84611,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",115164,1979,10,25,"115164_03","DJB GMC","6/12/2024","F",41,33,437,"impact","impact_1974-1983",30.705,-89.84611,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"85",116271,1980,1,30,"116271_03","DJB SC/DMDM","6/20/2024",NA,61,49,1789,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"86",116271,1980,1,30,"116271_04","JT SC/GMC","6/20/2024",NA,61,47,1683,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"87",116271,1980,1,30,"116271_02","IJ SC/KL","6/20/2024",NA,63,50,2030,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"88",116271,1980,1,30,"116271_01","JT DJB/CLW","6/20/2024",NA,59,46,1538,"control","control_1974-1983",30.77861,-89.82972,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0
"89",120278,1981,1,22,"120278_03","JT GMC","6/17/2024",NA,73,63,4039,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"90",120278,1981,1,22,"120278_01","SC DMDM","6/17/2024",NA,78,64,3858,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"91",120278,1981,1,22,"120278_02","DJM DJM/DMDM","6/17/2024",NA,56,44,1287,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"92",120278,1981,1,22,"120278_04","DJB KL","6/17/2024",NA,61,51,1841,"impact","impact_1974-1983",30.70222,-89.84417,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0
